,fighter_id,name,natinality_name,wins,losses,total_matches,win_pct,avg_gained_point,avg_skipped_point,takedown_score,takedown_success_count,total_takedown_count,takedown_success_rate,takedown_per_fight_total,average_takedown_points_per_fight,single_leg_takedown_count,single_leg_takedown_success_rate,double_leg_takedown_success_rate,double_leg_takedown_count,defense_score,action_skipped_points_per_fight,total_successful_defenses_per_fight,action_escape_rate,takedown_parter_escape_rate,pin_to_parter_escape_rate,roll_escape_rate,protection_zone_escape_rate,parterre_escape_rate,total_action_counts_per_fight,offense_score,protection_zone_counts_per_fight,action_points_per_fight,action_counts_per_fight,action_success_rate,protection_zone_success_rate,protection_zone_points_per_fight,roll_success_rate,roll_count_per_fight,roll_points_per_fight,parterre_success_rate,parterre_points_per_fight,successful_parterre_attempts_per_match,total_parterre_per_match,durability_score,defense_score_durability,offense_score_durability,takedown_score_durability,passivity_per_fight,overall_score,Completed
0,26887,Aliakbar Aliasghar FAZLIKHALILI,iri,9,4,13,0.69,6.538461538461538,4.384615384615385,,4.0,7.0,0.57,14.0,8.0,2.0,0.4,1.0,1.0,,,,0.33,0.5,,,,1.0,,1.0,0.0,26.0,14.0,0.82,,0.0,1.0,8.0,16.0,1.0,16.0,8.0,8.0,0.8,0.26,,1.0,,,0
1,20333,Zofia POLOWCZYK,pol,8,6,14,0.57,6.785714285714286,6.428571428571429,,,,,10.0,0.0,,,,,,,,0.67,0.8,,,,,,1.0,2.0,16.0,10.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,8.0,4.0,4.0,0.0,,,,,,0
2,22254,Albert KHOKONOV,rus,7,1,8,0.88,7.875,3.75,,,,,9.0,0.0,,,,,,,,0.0,,0.0,,0.0,0.0,,1.0,0.0,17.0,9.0,1.0,,0.0,1.0,6.0,12.0,1.0,14.0,7.0,7.0,0.58,0.0,,,,,0
3,26020,Sara NATAMI,jpn,10,1,11,0.91,8.727272727272727,2.0,0.97,3.0,5.0,0.6,9.0,6.0,1.0,0.33,1.0,1.0,0.96,,0.0,0.82,1.0,,,0.5,,0.0,1.0,0.0,18.0,9.0,0.82,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.0,,,,0.0,0.7324999999999999,0
4,29676,Nazik MIRLAN KYZY,kgz,2,11,13,0.15,2.461538461538461,6.307692307692308,,3.0,4.0,0.75,8.0,8.0,2.0,1.0,0.5,1.0,,,,0.13,0.14,,,,0.0,,1.0,0.0,17.0,8.0,0.89,,0.0,1.0,4.0,8.0,1.0,8.0,4.0,4.0,0.6,0.43,,0.62,,,0
5,23196,Ken MATSUI,jpn,10,4,14,0.71,7.285714285714285,5.0,,,1.0,0.0,8.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,1.0,0.0,16.0,8.0,0.89,,0.0,1.0,3.0,6.0,1.0,8.0,4.0,4.0,0.33,,,,,,0
6,20795,Sarah Ann HILDEBRANDT,usa,50,10,60,0.83,8.216666666666665,2.116666666666667,0.9,1.0,1.0,1.0,8.0,2.0,1.0,1.0,,,0.96,,0.94,0.82,0.89,,1.0,,1.0,0.99,0.99,0.0,14.0,8.0,0.89,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.64,0.89,1.0,0.87,0.0,0.8724999999999999,0
7,22096,Simran SIMRAN,ind,13,7,20,0.65,6.0,3.45,,2.0,5.0,0.4,8.0,6.0,1.0,0.25,,,,,,0.5,0.6,,,,0.5,,0.99,0.0,18.0,8.0,0.73,,0.0,,0.0,0.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
8,28759,Mraz DZHAFARIAN,ukr,4,6,10,0.4,4.3,5.4,,3.0,3.0,1.0,6.0,8.0,1.0,1.0,,,,,,0.67,1.0,,,,,,0.99,0.0,14.0,6.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.57,0.68,,0.99,,,0
9,24012,Daniyar KAISANOV,kaz,26,14,40,0.65,5.85,3.6,,2.0,4.0,0.5,8.0,4.0,2.0,0.5,,,,,,0.83,0.83,,,,,,0.99,0.0,15.0,8.0,0.8,,0.0,1.0,3.0,6.0,1.0,10.0,5.0,5.0,0.58,0.87,,0.87,,,0
10,24047,Kexin HONG,chn,9,3,12,0.75,6.333333333333333,1.583333333333333,0.99,3.0,3.0,1.0,6.0,6.0,2.0,1.0,,,0.0,,0.0,0.0,,,,,,0.0,0.99,0.0,12.0,6.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,,,,0.0,0.495,0
11,22526,Ernazar AKMATALIEV,kgz,35,12,47,0.74,7.531914893617021,4.23404255319149,,1.0,3.0,1.0,7.0,2.0,,,,,,,,0.86,0.86,,,,,,0.99,2.5,10.5,6.5,1.0,1.0,2.5,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.63,1.0,,,,,0
12,20324,Iva GERIC,cro,20,19,39,0.51,3.358974358974359,3.897435897435898,,1.0,2.0,0.5,7.0,2.0,,,,,,,,0.6,0.86,,,,,,0.99,0.0,13.0,7.0,0.88,,0.0,1.0,2.0,4.0,1.0,6.0,3.0,3.0,0.0,,,,,,0
13,26024,Yuzuka INAGAKI,jpn,17,0,17,1.0,7.647058823529411,1.470588235294118,,5.0,6.0,0.83,7.0,10.0,1.0,1.0,1.0,3.0,,,,0.0,0.0,,,,,,0.99,0.0,13.0,7.0,0.88,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
14,27359,Daulet NIYAZBEKOV,kaz,15,7,22,0.68,6.136363636363637,3.863636363636364,,,,,6.0,0.0,,,,,,,,1.0,1.0,,,,,,0.99,0.0,11.0,6.0,1.0,,0.0,1.0,5.0,10.0,1.0,10.0,5.0,5.0,0.61,1.0,,,,,0
15,23465,Syimyk Makhamadzhanovich MAKHMUDOV,kgz,2,1,3,0.67,6.666666666666666,3.666666666666667,0.96,1.0,1.0,1.0,6.0,4.0,,,,,0.0,,0.74,0.0,,,0.0,0.0,0.0,0.94,0.99,0.0,11.0,6.0,1.0,,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.65,0.0,0.99,0.94,0.5,0.65,0
16,28252,James Patrick DOWNEY III,usa,6,7,13,0.46,5.692307692307692,4.153846153846153,,3.0,4.0,0.75,7.0,6.0,1.0,1.0,,,,,,0.25,,,,,0.5,,0.99,0.0,12.0,7.0,0.88,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.71,0.26,,0.9,,,0
17,23439,David Vincent MC FADDEN,usa,6,6,12,0.5,7.5,5.916666666666666,,2.0,3.0,0.67,7.0,4.0,1.0,0.5,1.0,1.0,,,,0.25,0.5,0.0,,,0.0,,0.99,1.0,12.0,7.0,0.88,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.61,0.0,,0.62,,,0
18,26291,Vaag MARGARIAN,rus,17,7,24,0.71,4.5,2.25,,1.0,1.0,1.0,6.5,1.0,,,,,,,,0.43,0.75,,,0.0,,,0.99,2.0,9.5,6.5,1.0,1.0,2.5,1.0,1.5,3.0,1.0,3.0,1.5,1.5,0.08,,,,,,0
19,26017,Anastasiya YANOTAVA,ain,10,9,19,0.53,6.210526315789473,3.947368421052632,,2.0,3.0,0.67,6.0,6.0,2.0,1.0,,,,,,0.5,0.5,,,,,,0.99,0.0,14.0,6.0,0.86,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.52,0.0,,0.96,,,0
20,28941,Reza Mohammad Ali YAZDANI,iri,4,1,5,0.8,8.4,3.6,,1.0,1.0,1.0,6.0,4.0,,,,,,,,0.0,0.0,,,,,,0.98,3.0,10.0,6.0,1.0,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.58,0.0,,0.94,,,0
21,28842,Kenichiro FUMITA,jpn,7,2,9,0.78,6.333333333333333,0.7777777777777777,,10.0,15.0,0.67,6.14,4.86,,,,,,,,0.78,0.91,,,,1.0,,0.98,0.43,12.29,6.14,0.9,1.0,0.43,1.0,1.71,3.43,1.0,3.71,1.86,1.86,0.66,0.86,,0.47,,,0
22,21466,Esther Omolayo KOLAWOLE,ngr,19,18,37,0.51,5.567567567567568,3.837837837837838,,4.0,5.0,0.8,6.0,10.0,3.0,0.75,1.0,1.0,,,,0.0,0.0,,,,,,0.98,0.0,13.0,6.0,0.86,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
23,29478,Said MUSAEV,rus,3,2,5,0.6,5.6,4.6,,1.0,2.0,0.5,6.0,4.0,,,,,,,,0.0,0.0,,,,,,0.98,0.0,13.0,6.0,0.86,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.33,,,0.94,,,0
24,30633,Ali Ali Mohammad JALALI ABDOLVAND,iri,2,1,3,0.67,6.666666666666666,6.666666666666666,,2.0,2.0,1.0,4.0,9.0,,,,,,,,0.33,1.0,,,,,,0.98,0.0,13.0,4.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.52,0.0,,0.95,,,0
25,21585,Enes BASAR,tur,11,11,22,0.5,4.590909090909091,4.5,,1.0,1.0,1.0,6.0,2.0,,,,,,,,0.0,,,,,0.0,,0.98,0.0,9.0,6.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.58,0.0,,,,,0
26,22634,Aleksandrs JURKJANS,lat,10,18,28,0.36,2.857142857142857,5.821428571428571,,2.0,2.0,1.0,5.0,6.0,,,,,,,,0.0,0.0,,,0.0,0.0,,0.98,0.0,11.0,5.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.56,0.0,,,,,0
27,26274,Alexandru BICIU,mda,7,3,10,0.7,7.9,4.8,,2.0,4.0,0.67,3.0,8.0,,,,,,,,0.2,0.33,,,0.0,,,0.98,0.0,12.5,5.0,0.91,,0.0,1.0,2.5,5.0,1.0,5.0,2.5,2.5,0.54,0.68,,0.49,,,0
28,23494,Yuliia TKACH,ukr,12,2,14,0.86,4.857142857142857,1.142857142857143,0.9,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,0.0,,,,,,,0.0,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.0,,,,0.0,,0
29,21468,Ana Paula GODINEZ GONZALEZ,can,28,14,42,0.67,6.238095238095238,3.261904761904761,,3.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,,,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
30,21463,Anshu ANSHU,ind,42,17,59,0.71,6.661016949152542,2.813559322033898,,1.0,1.0,1.0,5.0,2.0,,,,,,,,,,,,,,,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
31,22116,Nonoka OZAKI,jpn,43,3,46,0.93,8.695652173913043,0.5,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,4.0,8.0,1.0,8.0,4.0,4.0,0.0,,,,,,0
32,26759,Ningning RONG,chn,27,3,30,0.9,7.266666666666666,1.7,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.0,,,,,,0
33,26467,Baldan TSYZHIPOV,rus,7,1,8,0.88,4.75,2.625,,1.0,1.0,1.0,5.0,4.0,,,,,,,,0.0,0.0,,,,,,0.98,1.0,10.0,5.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
34,20810,Sarita SARITA,ind,33,15,48,0.69,5.416666666666666,2.708333333333333,,,,,5.0,0.0,,,,,,,,1.0,1.0,,,,,,0.98,0.0,10.0,5.0,1.0,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.0,,,,,,0
35,20325,Iryna BONDAR,ukr,25,7,32,0.78,6.9375,2.21875,,3.0,4.0,0.75,5.5,4.0,1.0,1.0,,,,,,0.2,0.33,0.0,,,,,0.97,0.0,11.0,5.5,0.92,,0.0,1.0,1.5,3.0,1.0,3.0,1.5,1.5,0.04,,,,,,0
36,27445,Nazir ABDULLAEV,rus,5,2,7,0.71,3.857142857142857,1.714285714285714,,,,,5.0,0.0,,,,,,,,,,,,,,,0.97,0.0,9.0,5.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.08,,,,,,0
37,23556,Saba MAMALADZE,geo,6,3,9,0.67,6.555555555555556,3.444444444444444,,2.0,2.0,1.0,4.0,8.0,,,,,,,,1.0,1.0,,,,,,0.97,0.0,11.0,4.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
38,26962,Qin ZHAO,chn,3,3,6,0.5,5.666666666666666,5.5,,2.0,2.0,1.0,4.0,8.0,,,1.0,2.0,,,,,,,,,,,0.97,0.0,11.0,4.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
39,21620,Viktar SASUNOUSKI,blr,18,8,26,0.69,4.538461538461538,2.730769230769231,,,,,5.0,0.0,,,,,,,,,,,,,,,0.97,0.0,9.0,5.0,1.0,,0.0,1.0,4.0,8.0,1.0,8.0,4.0,4.0,0.08,,,,,,0
40,25674,Arkadiusz KULYNYCZ,pol,3,6,9,0.33,4.333333333333333,2.777777777777778,,,,,5.0,0.0,,,,,,,,0.67,,,,,,,0.97,0.0,9.0,5.0,1.0,,0.0,1.0,4.0,8.0,1.0,8.0,4.0,4.0,0.08,,,,,,0
41,23191,Anthony Lawrence CASSIOPPI,usa,15,1,16,0.94,7.5,1.8125,,,,,6.0,0.0,,,,,,,,,,,,,,,0.97,3.0,7.0,6.0,1.0,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.3,,,,,,0
42,26430,Khanburged GANKHUYAG,mgl,4,7,11,0.36,6.0,7.727272727272727,,2.0,4.0,0.5,7.0,6.0,,,,,,,,0.2,0.5,,,,0.0,,0.97,0.0,14.0,7.0,0.64,,0.0,0.33,1.0,2.0,0.33,2.0,1.0,3.0,0.5,0.0,,0.0,,,0
43,23485,Yan LIU,chn,4,7,11,0.36,3.454545454545455,2.727272727272728,,,,,5.0,0.0,,,,,,,0.0,,,,,,,0.88,0.97,1.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.38,,0.97,,0.5,,0
44,22588,Batyrbek TSAKULOV,svk,5,2,7,0.71,5.285714285714286,1.571428571428571,,3.0,3.0,1.0,4.0,8.0,,,1.0,3.0,,,,1.0,1.0,,,,,,0.97,0.0,10.0,4.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
45,28773,Frank STAEBLER,ger,12,2,14,0.86,6.928571428571429,2.357142857142857,,1.0,1.0,1.0,4.0,4.0,,,,,,,,0.2,0.5,,,,,,0.97,0.0,10.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.57,0.0,,0.94,,,0
46,27062,Eduard SARGSYAN,arm,4,3,7,0.57,6.285714285714286,4.0,,,,,5.0,0.0,,,,,,,,0.0,,,,,,,0.97,0.0,8.0,5.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.08,,,,,,0
47,30174,Kensuke SHIMIZU,jpn,4,3,7,0.57,5.571428571428571,2.714285714285714,,1.0,1.0,1.0,4.0,5.0,,,,,,,,0.0,,,,0.0,,,0.97,0.0,10.0,4.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
48,20310,Oleksandra KHOMENETS,ukr,21,8,29,0.72,6.724137931034482,3.862068965517242,1.0,6.0,10.0,0.6,7.0,12.0,3.0,0.5,0.75,3.0,0.75,,0.0,0.5,0.5,,,,,0.0,0.96,0.0,13.0,7.0,0.64,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,0.5,0.6975,0
49,26660,Iago GOBADZE,geo,5,3,8,0.63,6.625,3.25,,3.0,3.0,1.0,4.0,8.0,,,,,,,,,,,,,,,0.96,0.0,9.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
50,30053,Levan ARABULI,geo,3,3,6,0.5,5.0,2.0,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,0.96,0.0,9.0,4.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.08,,,,,,0
51,26814,Nurmakhan TINALIYEV,kaz,6,1,7,0.86,5.142857142857143,1.571428571428571,,,,,4.0,0.0,,,,,,,,0.33,,,,,1.0,,0.96,0.0,8.5,4.0,1.0,,0.0,1.0,1.5,3.0,1.0,6.0,2.5,2.5,0.08,,,,,,0
52,27921,Shinobu OTA,jpn,14,2,16,0.88,8.0,2.625,,1.0,2.0,0.5,5.0,4.0,,,,,,,,0.0,,,,,,,0.96,0.0,11.0,5.0,0.83,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.08,,,,,,0
53,26485,Veronika CHUMIKOVA,rus,21,11,32,0.66,6.21875,3.5,,2.0,3.0,0.67,5.0,6.0,1.0,0.5,,,,,,,,,,,,,0.96,0.0,11.0,5.0,0.83,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
54,20758,Mohammad Ashghar NOKHODILARIMI,iri,25,9,34,0.74,7.323529411764707,3.176470588235294,,1.0,1.0,1.0,4.0,2.0,,,,,,,,0.67,1.0,,,,,,0.96,0.0,8.0,4.0,1.0,,0.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.51,1.0,,,,,0
55,30715,VISAITOV Aslan,rwf,2,2,4,0.5,6.0,2.75,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,0.96,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,,,0
56,23513,Nuraddin NOVRUZOV,aze,3,6,9,0.33,6.444444444444445,7.0,,3.0,5.0,0.6,6.0,6.0,1.0,0.5,1.0,2.0,,,,0.5,0.75,,,,,,0.96,0.0,11.0,6.0,0.75,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,0.43,,0.9,,,0
57,22538,Kyle Douglas DAKE,usa,40,3,43,0.93,8.186046511627907,1.441860465116279,0.54,24.0,37.0,0.65,4.7,2.07,10.0,0.43,1.0,2.0,0.12,,0.7,0.21,0.67,0.0,,0.0,0.0,0.77,0.96,0.8,8.87,4.7,0.92,1.0,0.8,1.0,1.83,3.67,1.0,3.73,1.87,1.87,0.47,0.07,0.72,0.53,0.17,0.5225,1
58,29956,Salih AYDIN,tur,4,5,9,0.44,3.444444444444444,5.111111111111112,,,,,5.0,0.0,,,,,,,,0.57,0.67,,,,,,0.96,4.0,6.0,5.0,1.0,1.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
59,21973,Rahman Mousa AMOUZADKHALILI,iri,36,4,40,0.9,7.75,2.0,0.53,30.0,43.0,0.7,4.88,2.58,11.0,0.5,1.0,8.0,0.12,,0.6,0.19,0.33,0.0,,0.0,0.0,0.81,0.96,1.67,8.48,4.88,0.91,1.0,1.79,0.91,0.3,0.61,0.94,1.03,0.48,0.52,0.53,0.17,0.8,0.51,0.25,0.535,1
60,22467,Audrey Rae JIMENEZ,usa,13,5,18,0.72,7.5,3.166666666666667,,3.0,8.0,0.38,7.0,6.0,2.0,0.4,,,,,,0.0,,,,,,,0.96,1.0,13.0,7.0,0.58,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.52,0.0,,0.41,,,0
61,22027,Amir Hossein Abbas ZARE,iri,44,3,47,0.94,8.468085106382977,1.234042553191489,0.09,18.0,41.0,0.44,5.58,0.89,12.0,0.36,0.33,1.0,0.93,,0.0,0.61,0.78,,,0.0,0.0,0.0,0.96,0.03,8.42,5.58,0.86,1.0,0.03,0.96,0.75,1.67,0.96,1.67,0.75,0.78,0.04,,,,0.5,0.505,1
62,22144,Eray SIMSEK,tur,1,1,2,0.5,8.5,6.5,,1.0,2.0,0.5,5.0,2.0,,,,,,,,,,,,,,,0.95,0.0,10.0,5.0,0.83,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.32,,,0.62,,,0
63,20446,Amirali Hamid AZARPIRA,iri,18,3,21,0.86,8.333333333333332,1.666666666666667,0.96,2.0,3.0,0.67,5.0,6.0,2.0,0.67,,,,,0.0,,,,,,,0.0,0.95,1.0,10.0,5.0,0.83,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,0.5,,0
64,23401,Yui SAKANO,jpn,8,1,9,0.89,7.888888888888889,1.444444444444444,0.82,2.0,3.0,0.67,5.0,4.0,2.0,1.0,,,1.0,,0.0,1.0,1.0,,,,,0.0,0.95,0.0,10.0,5.0,0.83,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,0.0,0.6925,0
65,23131,Taiyrbek ZHUMASHBEK UULU,kgz,27,5,32,0.84,6.9375,3.15625,0.0,,1.0,0.0,5.0,0.0,,,,,1.0,,0.0,1.0,1.0,,,,,0.0,0.95,0.0,10.0,5.0,0.83,,0.0,1.0,3.0,6.0,1.0,6.0,3.0,3.0,0.0,,,,0.0,0.4875,0
66,20297,Nataliia KLIVCHUTSKA,ukr,10,5,15,0.67,6.466666666666667,3.133333333333333,,4.0,5.0,0.8,5.0,8.0,2.0,0.67,,,,,,0.33,1.0,,,,0.0,,0.95,0.0,10.0,5.0,0.83,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.58,0.43,,0.9,,,0
67,22747,Tsugumi SAKURAI,jpn,23,1,24,0.96,7.25,1.041666666666667,,4.0,5.0,0.8,5.0,8.0,3.0,0.75,1.0,1.0,,,,,,,,,,,0.95,0.0,10.0,5.0,0.83,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
68,23467,Madiyar MALTEKBAYEV,kaz,3,6,9,0.33,2.666666666666667,3.777777777777778,,2.0,2.0,1.0,3.0,8.0,,,,,,,,0.0,0.0,,,,,,0.95,0.0,9.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.66,0.0,,0.99,,,0
69,21997,Yamato HAGIWARA,jpn,5,2,7,0.71,6.0,3.714285714285714,,2.0,2.0,1.0,4.0,4.0,2.0,1.0,,,,,,0.2,0.5,,,,0.0,,0.95,0.0,7.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.63,0.15,,0.97,,,0
70,27016,Alireza Mohammad KARIMIMACHIANI,iri,10,4,14,0.71,7.285714285714285,1.785714285714286,,3.0,5.0,0.6,6.0,6.0,1.0,0.33,1.0,1.0,,,,1.0,1.0,,,,,,0.95,2.0,10.0,6.0,0.75,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.55,1.0,,0.62,,,0
71,21636,Artur ALEKSANYAN,arm,29,6,35,0.83,5.542857142857144,1.314285714285715,0.63,3.0,3.0,1.0,4.14,0.43,,,,,0.48,,0.0,0.27,0.17,0.0,1.0,0.0,0.73,0.0,0.95,0.43,6.96,4.14,0.99,1.0,0.43,0.98,2.32,4.57,0.98,4.57,2.32,2.36,0.45,0.0,,,0.56,0.6275,1
72,22589,Mohammadhossein Askari MOHAMMADIAN,iri,22,2,24,0.92,8.5,1.208333333333333,,5.0,7.0,0.71,4.67,4.67,3.0,0.75,,,,,,0.63,0.71,,,,,,0.95,0.67,9.0,4.67,0.88,1.0,0.67,1.0,0.33,0.67,1.0,0.67,0.33,0.33,0.43,1.0,,0.41,,,0
73,21795,Wuileixis De Jesus RIVAS ESPINOZA,ven,18,12,30,0.6,4.533333333333333,2.6,,2.0,2.0,1.0,4.0,4.0,,,,,,,,0.5,0.5,,,0.0,1.0,,0.95,0.0,7.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.55,0.68,,0.87,,,0
74,25970,Ibragim Charaputinovitch IBRAGIMOV,ain,5,0,5,1.0,8.8,0.2,0.39,1.0,2.0,0.5,6.0,1.0,,,,,1.0,,0.0,1.0,1.0,,,,,0.0,0.95,1.0,7.0,6.0,0.86,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.17,,,,1.0,0.6275000000000001,0
75,27931,Shermet PERMANOV,tkm,3,4,7,0.43,2.428571428571429,4.857142857142857,,,,,4.0,0.0,,,,,,,,0.5,0.0,,,,1.0,,0.95,0.0,7.0,4.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.08,,,,,,0
76,28765,Parviz Khodavirdi HADIBASMANJ,iri,12,2,14,0.86,8.428571428571427,3.214285714285714,,5.0,8.0,0.63,5.5,5.0,3.0,0.5,1.0,1.0,,,,0.25,0.25,,,0.5,0.0,,0.94,0.5,9.5,5.5,0.79,1.0,0.5,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
77,23541,Martin SIMONYAN,arm,2,4,6,0.33,2.666666666666667,7.5,,,,,5.0,0.0,,,,,,,,0.67,0.67,,,,,,0.94,1.0,5.0,5.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.72,0.83,,,,,0
78,23295,Valentin DAMOUR,fra,6,4,10,0.6,4.6,2.8,0.0,,1.0,0.0,5.0,0.0,,,,,0.81,,0.96,0.57,1.0,,,0.0,,0.88,0.94,0.0,9.0,5.0,0.83,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.71,0.68,0.71,0.0,0.5,0.615,0
79,21674,Emese BARKA,hun,16,7,23,0.7,5.565217391304348,3.130434782608696,,2.0,2.0,1.0,3.0,6.0,1.0,1.0,,,,,,0.5,0.6,,,,,,0.94,0.0,8.0,3.0,1.0,,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.58,1.0,,0.99,,,0
80,22183,Mezhlum MEZHLUMYAN,arm,6,3,9,0.67,6.888888888888888,4.444444444444445,0.9,4.0,4.0,1.0,3.5,4.0,,,1.0,1.0,0.46,,0.97,0.38,0.75,,,0.0,,0.66,0.94,0.0,7.0,3.5,1.0,,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.51,0.29,0.76,0.79,0.0,0.7025,0
81,27057,Rafael IUNUSOV,rus,6,5,11,0.55,4.909090909090909,3.909090909090909,,,,,4.0,0.0,,,,,,,,0.5,1.0,,,,,,0.94,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.38,,,,,,0
82,30071,Aditya KUNDU,ind,3,1,4,0.75,6.25,2.75,,2.0,2.0,1.0,3.0,6.0,,,,,,,,1.0,1.0,,,,,,0.94,0.0,8.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
83,20285,Talip CIFTCI,tur,7,6,13,0.54,5.0,3.076923076923077,,1.0,1.0,1.0,4.0,2.0,,,,,,,,0.0,0.0,,,,,,0.94,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.28,0.0,,,,,0
84,26298,Aleksandr GOLOVIN,rus,20,5,25,0.8,6.2,1.2,,1.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,0.94,0.0,8.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
