,fighter_id,name,natinality_name,wins,losses,total_matches,win_pct,avg_gained_point,avg_skipped_point,takedown_score,takedown_success_count,total_takedown_count,takedown_success_rate,takedown_per_fight_total,average_takedown_points_per_fight,single_leg_takedown_count,single_leg_takedown_success_rate,double_leg_takedown_success_rate,double_leg_takedown_count,defense_score,action_skipped_points_per_fight,total_successful_defenses_per_fight,action_escape_rate,takedown_parter_escape_rate,pin_to_parter_escape_rate,roll_escape_rate,protection_zone_escape_rate,parterre_escape_rate,total_action_counts_per_fight,offense_score,protection_zone_counts_per_fight,action_points_per_fight,action_counts_per_fight,action_success_rate,protection_zone_success_rate,protection_zone_points_per_fight,roll_success_rate,roll_count_per_fight,roll_points_per_fight,parterre_success_rate,parterre_points_per_fight,successful_parterre_attempts_per_match,total_parterre_per_match,durability_score,defense_score_durability,offense_score_durability,takedown_score_durability,passivity_per_fight,overall_score,Completed
1640,21676,Zalina SIDAKOVA,blr,10,11,21,0.48,4.38095238095238,4.38095238095238,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1641,21689,Luzie MANZKE,ger,7,11,18,0.39,3.777777777777778,4.222222222222222,,,,,0.0,0.0,,,,,,,,0.5,0.5,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1642,21717,Oscar Eduardo TIGREROS URBANO,col,15,12,27,0.56,5.74074074074074,5.222222222222222,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1643,21721,Alexis OLVERA MAGALLANES,mex,5,4,9,0.56,6.666666666666666,6.555555555555556,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1644,21752,Pool Edinson AMBROCIO GREIFO,per,11,12,23,0.48,3.173913043478261,3.347826086956522,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1645,21755,Julio Rafael RODRIGUEZ ROMERO,dom,8,9,17,0.47,5.235294117647058,4.470588235294118,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1646,21756,Meruzhan NIKOYAN,arg,5,5,10,0.5,3.7,4.5,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1647,21778,Marat GARIPOV,bra,12,24,36,0.33,3.222222222222222,5.111111111111112,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,,,0
1648,21794,Ravaughn Richard Ravelle PERKINS,usa,12,6,18,0.67,4.888888888888888,3.333333333333333,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1649,21815,Oscar LOANGO SOLIS,col,3,4,7,0.43,2.0,3.857142857142857,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1650,21822,Edgardo Juan LOPEZ MORELL,pur,5,10,15,0.33,2.666666666666667,4.6,,,,,0.0,0.0,,,,,,,,0.25,,,,0.5,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1651,21910,Constantin Ionut TUDOR,rou,5,5,10,0.5,4.9,4.4,,,,,0.0,0.0,,,,,,,,0.17,1.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,,,0
1652,21976,Sultan KURMANALIYEV,kaz,3,2,5,0.6,4.8,3.4,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,,,,,0
1653,21977,Chaehwan SHIN,kor,1,2,3,0.33,4.333333333333333,8.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,,,,,0
1654,22028,Qiang LI,chn,2,3,5,0.4,5.4,6.0,,,,,0.0,0.0,,,,,,,,0.1,0.17,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1655,22032,Dilmukhammed NURMUKHAMEDOV,uzb,2,4,6,0.33,4.0,5.833333333333333,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1656,22049,Firuz MIRZORADZHABOV,tjk,8,13,21,0.38,3.333333333333333,5.142857142857143,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1657,22140,Rafayel HARUTYUNYAN,arm,6,1,7,0.86,8.571428571428571,0.7142857142857142,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.0,,,,,0
1658,22177,Mykyta HONCHAROV,ukr,7,6,13,0.54,4.461538461538462,5.0,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1659,22224,Stoyan Iliev YORDANOV,bul,6,2,8,0.75,3.625,1.875,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1660,22264,Gagik Mishai SNJOYAN,fra,15,11,26,0.58,4.730769230769231,2.692307692307693,,,,,0.0,0.0,,,,,,,,0.14,0.0,,,0.0,0.5,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1661,22266,Serhat KIRIK,tur,12,4,16,0.75,5.1875,3.375,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1662,22305,Dimitrios TSOMPANOUDIS,gre,5,3,8,0.63,5.25,5.0,,,,,0.0,0.0,,,,,,,,0.25,1.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1663,22313,Mukhammad EVLOEV,rus,19,3,22,0.86,6.590909090909091,1.454545454545454,,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,,,0
1664,22398,Shehabeldin Emam Abdelraouf MOHAMED,egy,22,9,31,0.71,5.806451612903226,2.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1665,22439,Luka IVANCIC,cro,1,9,10,0.1,1.8,8.4,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1666,22440,Nestori Kalle Mikael MANNILA,fin,6,12,18,0.33,2.444444444444444,5.444444444444445,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1667,22450,Khasay HASANLI,aze,26,13,39,0.67,5.487179487179487,2.487179487179487,,,,,0.0,0.0,,,,,,,,0.17,0.5,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.68,,,,,0
1668,22567,Benjamin GREIL,aut,10,21,31,0.32,2.967741935483871,6.387096774193549,,,,,0.0,0.0,,,,,0.19,,0.54,0.13,0.4,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.18,0.0,,,0.0,,0
1669,22571,Aron CANEVA,ita,1,6,7,0.14,1.142857142857143,8.571428571428571,,,,,0.0,0.0,,,,,,,,0.17,1.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1670,22599,Dinesh DINESH,ind,2,3,5,0.4,2.2,4.6,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1671,22622,Rabby Kilonga KILANDI,cod,6,6,12,0.5,4.75,5.666666666666666,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1672,22632,Abdolmohammad Mohammad PAPI,ger,1,2,3,0.33,4.0,4.666666666666666,,,,,0.0,0.0,,,,,,,,0.25,0.0,,,,1.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,,,0
1673,22645,Katsuaki ENDO,jpn,11,6,17,0.65,4.470588235294118,3.235294117647059,,,,,0.0,0.0,,,,,,,,0.14,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1674,22648,Andrii KULYK,ukr,9,7,16,0.56,5.0,3.3125,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,,,0
1675,22682,Pejman Soltanmorad POSHTAM,iri,20,9,29,0.69,4.448275862068965,2.724137931034483,,,,,0.0,0.0,,,,,,,,0.25,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1676,22759,Sara Johanna LINDBORG,swe,16,16,32,0.5,4.09375,4.5625,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1677,23082,Uber Euclides CUERO MUNOZ,col,11,9,20,0.55,5.05,4.35,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1678,23103,Cristobal Alonso TORRES NUNEZ,chi,3,15,18,0.17,1.444444444444444,6.611111111111112,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1679,23129,Joseph Andres SILVA,pur,7,7,14,0.5,4.214285714285714,4.571428571428571,,,,,0.0,0.0,,,,,,,,0.13,0.33,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1680,23190,Hovhannes MAGHAKYAN,arm,8,6,14,0.57,5.071428571428571,5.285714285714286,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1681,23215,Peyton Louis OMANIA,usa,7,4,11,0.64,5.818181818181817,5.181818181818182,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1682,23229,Mats Ola Lukas AHLGREN,swe,6,6,12,0.5,4.583333333333333,4.5,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.0,,,,,0
1683,23312,Murad KURAMAGOMEDOV,hun,10,13,23,0.43,4.304347826086957,3.173913043478261,,,,,0.0,0.0,,,,,0.75,,0.62,0.5,0.5,,1.0,,1.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,0.0,,0
1684,23324,Pruthviraj Babasaheb PATIL,ind,9,9,18,0.5,4.333333333333333,5.888888888888888,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1685,23346,Ashu ASHU,ind,13,20,33,0.39,3.515151515151515,5.0,,,,,0.0,0.0,,,,,,,,0.25,0.67,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.15,,,,,0
1686,23385,Vinko PRODANOVIC,cro,3,7,10,0.3,2.7,6.6,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1687,23421,Yasin Abbas REZAEIAGHOUZGOLEH,iri,4,3,7,0.57,8.571428571428571,9.857142857142856,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1688,23477,Abd Elkrim OUAKALI,alg,20,9,29,0.69,4.827586206896552,3.379310344827586,,,,,0.0,0.0,,,,,,,,0.25,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1689,23478,Michael WAGNER,aut,5,18,23,0.22,2.304347826086957,4.043478260869565,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1690,23559,Hovhannes HARUTYUNYAN,arm,2,1,3,0.67,0.6666666666666666,3.666666666666667,,,,,0.0,0.0,,,,,0.29,,0.74,0.2,0.0,,,0.33,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,0.0,,0
1691,23585,Sanzhar MUKHTAR,kaz,4,7,11,0.36,3.545454545454545,6.181818181818182,,,,,0.0,0.0,,,,,0.0,,0.74,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,0.0,,0
1692,23598,Byambadorj BAT ERDENE,mgl,13,14,27,0.48,3.888888888888889,5.074074074074074,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.0,,,,,0
1693,23606,Mirlan CHYNYBEKOV,kgz,1,6,7,0.14,3.571428571428572,8.571428571428571,,,,,0.0,0.0,,,,,0.18,,0.0,0.17,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1694,23618,Jeyhun OVEZDURDYYEV,tkm,1,4,5,0.2,2.2,6.8,,,,,0.0,0.0,,,,,0.4,,0.0,0.25,0.33,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1695,23629,Aktenge KEUNIMJAEVA,uzb,26,31,57,0.46,3.12280701754386,5.228070175438597,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1696,23670,Oliver Marco KRUEGER,den,4,8,12,0.33,2.333333333333333,5.0,,,,,0.0,0.0,,,,,0.0,,0.84,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.0,,,0.0,,0
1697,23675,Andreas VAELIS,est,3,12,15,0.2,1.866666666666667,5.133333333333333,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,,,0
1698,23692,Agoro PAPAVASILEIOU,gre,2,3,5,0.4,0.8,4.4,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1699,23704,Franklin MAREN CASTILLO,cub,12,7,19,0.63,5.631578947368421,4.684210526315789,,,,,0.0,0.0,,,,,0.0,,0.0,0.08,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1700,23709,Victor Eduardo HERNANDEZ LUNA,mex,3,9,12,0.25,3.583333333333333,6.416666666666666,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1701,23716,Luis Miguel PEREZ SOSA,dom,14,10,24,0.58,6.458333333333333,4.958333333333333,,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1702,23728,Edsson Rafael OLMOS GUTIERREZ,mex,5,6,11,0.45,3.181818181818182,4.636363636363637,,,,,0.0,0.0,,,,,0.08,,0.0,0.13,0.33,0.0,0.17,0.0,0.14,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1703,23738,Alan Ernesto VERA GARCIA,usa,3,6,9,0.33,1.777777777777778,4.555555555555556,,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1704,23804,Ulrich Elyse MANOUAN,civ,12,25,37,0.32,1.675675675675676,5.405405405405404,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1705,23807,Anas LAMKABBER,mar,7,16,23,0.3,1.304347826086956,5.260869565217392,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1706,23808,Diaaeldin Kamal Gouda ABDELMOTTALEB,egy,13,5,18,0.72,4.555555555555556,2.388888888888889,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1707,23873,Ismail ETTALIBI,mar,11,11,22,0.5,4.363636363636364,5.363636363636364,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1708,24038,Melis AITBEKOV,kgz,1,5,6,0.17,3.0,5.833333333333333,,,,,0.0,0.0,,,,,0.18,,0.0,0.17,0.33,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1709,24114,Sahil SAHIL,ind,9,10,19,0.47,3.736842105263158,6.263157894736842,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1710,24167,Pravin Pandurang PATIL,ind,5,2,7,0.71,5.285714285714286,2.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.32,0.0,,,,,0
1711,24764,Reagan Mbo MABUBA,cod,6,12,18,0.33,2.777777777777778,4.555555555555556,,,,,0.0,0.0,,,,,,,,0.5,0.33,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1712,24914,Utah Rueben Siaosi MANN,tga,1,4,5,0.2,3.8,10.2,,,,,0.0,0.0,,,,,0.12,,0.0,0.14,0.5,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1713,25050,Tourpal Ali Lom Alievitch MAGAMADOV,fra,3,3,6,0.5,4.333333333333333,7.333333333333333,,,,,0.0,0.0,,,,,0.18,,0.0,0.17,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1714,25490,Parvesh PARVESH,ind,1,13,14,0.07,0.8571428571428571,7.714285714285714,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1715,25554,Virgil Alexander BICA,swe,1,10,11,0.09,1.0,6.909090909090909,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1716,25585,Latuf MADI,com,3,6,9,0.33,3.444444444444444,4.111111111111112,,,,,0.0,0.0,,,,,0.29,,0.0,0.2,,,0.25,,0.25,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1717,25586,Yanisse MADI,com,3,9,12,0.25,3.75,4.75,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1718,25643,William RAFFI,ita,1,8,9,0.11,1.888888888888889,8.777777777777779,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1719,25657,Stefan Roger CLEMENT,fra,3,6,9,0.33,4.666666666666666,3.888888888888889,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,,,0
1720,25666,Patryk Adam BEDNARZ,pol,8,18,26,0.31,2.846153846153846,4.615384615384616,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1721,25670,Sejin YANG,kor,2,4,6,0.33,0.8333333333333333,5.5,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1722,25687,Ekaterina POLESHCHUK,ain,18,11,29,0.62,5.206896551724138,3.96551724137931,,,,,0.0,0.0,,,,,,,,0.65,0.83,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,0.26,,,,,0
1723,25739,Tomohiro INOUE,jpn,7,6,13,0.54,4.846153846153847,3.307692307692308,,,,,0.0,0.0,,,,,,,,0.5,0.67,,,,1.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1724,25998,Yonaiker Javier MARTINEZ CRAVO,ven,5,3,8,0.63,6.25,4.625,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1725,26015,Patrick NEUMAIER,ger,13,9,22,0.59,3.136363636363636,2.090909090909091,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1726,26055,Rayan Mazen B HAWSAWI,ksa,2,13,15,0.13,1.133333333333333,7.533333333333333,,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1727,26062,Amro Abed Alfattah Jamal SADEH,jor,4,4,8,0.5,2.5,5.625,,,,,0.0,0.0,,,,,0.18,,0.0,0.17,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
1728,26078,John Geronimo Butaud ROJAS,gum,2,3,5,0.4,5.8,3.8,,,,,0.0,0.0,,,,,,,,0.17,0.5,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1729,26097,Josh FAILAUGA,asa,2,8,10,0.2,0.3,6.3,,,,,0.0,0.0,,,,,,,,0.17,1.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1730,26102,Nathaniel Tuifao TUAMOHELOA,asa,1,4,5,0.2,0.8,5.6,,,,,0.0,0.0,,,,,,,,0.11,0.5,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1731,26107,Stevo Ross POULIN,usa,7,3,10,0.7,7.4,4.2,,,,,0.0,0.0,,,,,,,,0.14,0.5,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.32,0.15,,,,,0
1732,26267,Norayr HAKHOYAN,arm,11,8,19,0.58,5.210526315789473,3.736842105263158,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1733,26278,Otto LOSONCZI,hun,8,8,16,0.5,3.4375,3.9375,,,,,0.0,0.0,,,,,,,,0.2,0.0,,,,0.5,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.25,0.0,,,,,0
1734,26377,Luciano DEL RIO,arg,5,11,16,0.31,2.5625,4.875,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
1735,26512,Nikolozi SANTELADZE,geo,7,3,10,0.7,7.6,4.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,,,,,0
1736,26792,Hamed Mousa TAB,iri,1,2,3,0.33,3.0,5.666666666666666,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
